"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","Gender","Age_Groups","Enrollment","Start_Date","Completion_Date","title","z","direction","m2"
"313","NCT00996372","Flibanserin for the Treatment of Hypoactive Sexual Desire Disorder in Postmenopausal Women","Sexual Dysfunctions, Psychological","mental health","Drug: flibanserin|Drug: placebo","drug","Sprout Pharmaceuticals, Inc","Female","Adult|Senior",949,"October 2009","January 2008","Change From Baseline in the Number of Satisfying Sexual Events",2.0884,"1",24097
"314","NCT01086384","Asthma Exacerbation Study","Asthma","respiratory","Drug: Fluticasone Furoate/GW642444|Drug: Fluticasone furoate","drug","GlaxoSmithKline","Both","Child|Adult|Se",2020,"February 2010","November 2008","Number of Participants With 1 or More Severe Asthma Exacerbations",2.096927429,"1",24107
"315","NCT00374907","A Study Assessing Saxagliptin Treatment in Subjects With Type 2 Diabetes Who Are Not Controlled With Diet and Exercise","Type 2 Diabetes","endocrine and metabolic","Drug: Saxagliptin|Drug: Placebo|Drug: Metformin (blinded)|Drug: Metformin (open-label)","drug","AstraZeneca","Both","Adult|Senior",156,"September 2006","September 2008","Insulin Secretion Rate Area Under the Curve (AUC) During Intravenous (IV)-Oral Hyperglycemic Clamp - Percent Change From Baseline at Week 12",2.108358399,"1",24105
"316","NCT00996164","Fixed 100 mg Every Evening of Flibanserin vs Placebo in Premenopausal Women With Hypoactive Sexual Desire Disorder","Sexual Dysfunctions, Psychological","mental health","Drug: Flibanserin|Drug: Placebo","drug","Sprout Pharmaceuticals, Inc","Female","Adult",1090,"October 2009","March 2011","The Change From Baseline to Week 24 in the Score of the Female Sexual Function Index Desire Domain.",2.1185,"1",24135
"317","NCT00490971","A Study to Evaluate the Effectiveness and Safety of Extended-Release (ER) Paliperidone Compared With Placebo in Delaying the Recurrence of Symptoms in Bipolar I Diso","Bipolar Disorder","mental health","Drug: Olanzapine|Drug: Paliperidone ER|Drug: Placebo","drug","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.","Both","Adult",768,"May 2006","February 2010","Time to Recurrence of Any Mood Symptoms (Manic or Depressive) Associated With Bipolar I Disorder",2.12007169,"1",24122
"318","NCT01626118","Study of Indomethacin Capsules to Treat Pain Following Bunionectomy","Other Acute Postoperative Pain","other","Drug: Indomethacin|Drug: Indomethacin|Drug: Indomethacin|Drug: Placebo","drug","Iroko Pharmaceuticals, LLC","Both","Adult",373,"May 2012","October 2009","The Time-Weighted Summed Pain Intensity Difference Measured Using the 100-mm Visual Analogue Scale From 0 to 48 Hours After Trial Entry (VASSPID-48)",2.12007169,"1",24118
"319","NCT00347360","The COREG And Lisinopril Combination Therapy In Hypertensive Subjects (COSMOS) Trial","Hypertension","cardiovascular","Drug: lisinopril|Drug: carvedilol controlled release formulation","drug","GlaxoSmithKline","Both","Adult|Senior",654,"July 2006","August 2009","Change From Baseline to Week 6 in 24 Hour (hr) Mean Diastolic Blood Pressure",2.13,"1",24116
"320","NCT00065442","Provenge® (Sipuleucel-T) Active Cellular Immunotherapy Treatment of Metastatic Prostate Cancer After Failing Hormone Therapy","Prostate Cancer","cancer","Biological: Sipuleucel-T|Biological: APC-Placebo","biolog","Dendreon","Male","Adult|Senior",512,"July 2003","August 2009","Overall Survival",2.144410621,"1",24116
"321","NCT00704418","Efficacy and Safety of Bromfenac Ophthalmic Solution in Cataract Surgery","Cataract","other","Drug: Bromfenac|Drug: Placebo","drug","Bausch & Lomb Incorporated","Both","Adult|Senior",156,"June 2008","March 2009","Number of Participants With Summed Ocular Inflammation Score (SOIS) of Zero",2.1463,"1",24111
"322","NCT01018862","A Study to Evaluate the Safety and Efficacy of a Nasal Spray to Treat Children With Perennial Allergic Rhinitis","Perennial Allergic Rhinitis","other","Drug: Azelastine hydrochloride nasal spray 0.15%|Drug: Azelastine hydrochloride nasal spray 0.10%|Drug: Placebo","drug","Meda Pharmaceuticals","Both","Child",489,"November 2009","September 2010","Change From Baseline in 12-hour Reflective Total Nasal Symptom Score (TNSS) for the Entire 28-day Study Period Compared to Placebo",2.1587,"1",24129
"323","NCT00368277","A Safety and Efficacy Trial of Aliskiren 150mg , 300 mg Compared to Ramipril 5mg, 10mg in the Elderly","Hypertension","cardiovascular","Drug: Aliskiren|Drug: Ramipril|Drug: Hydrochlorothiazide|Drug: Amlodipine","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",901,"September 2006","October 2010","Change From Baseline in Mean Sitting Systolic Blood Pressure to Week 12",2.169,"1",24130
"324","NCT01294787","Effect of QVA149 on Exercise Tolerance in Patients With Chronic Obstructive Pulmonary Disease (COPD)","COPD","respiratory","Drug: indacaterol and glycopyrronium bromide (QVA149)|Drug: placebo|Drug: tiotropium","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",85,"February 2011","December 2012","Exercise Tolerance Comparison Between QVA149 and Placebo Groups",2.169,"1",24156
"325","NCT00225732","Trial of Caldolor for Treatment of Pain in Post-Operative Adult Patients","Pain","other","Other: Normal saline as placebo comparator|Drug: Intravenous ibuprofen","drug","Cumberland Pharmaceuticals","Female","Adult|Senior",319,"January 2005","June 2012","Change in the Patient Demand for the Narcotic Analgesic， Morphine， Post Surgery",2.170090378,"1",24150
"326","NCT00712920","A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Perennial Allergies","Perennial Allergic Rhinitis","other","Drug: 0.15% azelastine hydrochloride|Drug: 0.1% azelastine hydrochloride|Drug: Placebo","drug","Meda Pharmaceuticals","Both","Child|Adult|Se",581,"January 2007","April 2008","Change From Baseline in 12-hour Reflective Total Nasal Symptom Score (AM and PM Combined) at 28 Days.",2.1701,"1",24100
"327","NCT00724126","Rifaximin 3 Times/Day (TID) for Non-Constipation Irritable Bowel Syndrome (IBS)","Non-Constipation Irritable Bowel Syndrome","other","Drug: Rifaximin|Drug: Placebo","drug","Salix Pharmaceuticals","Both","Adult|Senior",637,"July 2008","April 2009","Proportion of Subjects Who Had Adequate Relief of Global IBS Symptoms for at Least 2 of the 4 Weeks During the Primary Evaluation Period (ie， Weeks 3 Through 6).",2.1701,"1",24112
"328","NCT00606489","Efficacy and Safety Study of Caldolor (Intravenous Ibuprofen) in Hospitalized Adult and Pediatric Burn Patients","Burns","other","Drug: Caldolor|Drug: Placebo","drug","Cumberland Pharmaceuticals","Both","Child|Adult|Se",61,"November 2007","April 2012","Temperature",2.187,"1",24148
"329","NCT00708123","In Situ Caries of Fluoride Toothpastes","Healthy Subjects|Partial Denture Wearers|Caries","other","Drug: Sodium fluoride toothpaste|Drug: Placebo toothpaste","drug","GlaxoSmithKline","Both","Adult|Senior",60,"November 2007","July 2012","Mean Percentage Surface Microhardness Recovery (%SMHR) of Enamel Specimens Exposed to NaF/Carbopol Toothpaste (1400 ppmF)， NaF Toothpaste (1350ppmF) Compared to NaMFP/NaF Toothpaste (1450ppmF)",2.2188,"1",24151
"330","NCT00662909","Study to Test the Efficacy and Safety of the Beta-3 Agonist Mirabegron (YM178) in Patients With Symptoms of Overactive Bladder","Urinary Bladder, Overactive","other","Drug: Mirabegron|Drug: Placebo","drug","Astellas Pharma Inc","Both","Adult|Senior",2149,"April 2008","May 2012","Change From Baseline to End of Treatment (Final Visit) in Mean Number of Incontinence Episodes Per 24 Hours",2.2262,"1",24149
"331","NCT01005719","Study to Compare Gastric Inhibition of Two Proton Pump Inhibitors (CL2008-18)(P07815)(COMPLETED)","Human Experimentation","other","Drug: Zegerid|Drug: Prevacid®","drug","Merck Sharp & Dohme Corp.","Both","Adult",63,"September 2009","April 2010","Achievement of Sustained Difference in Inhibition of Intragastric Acidity Based on Median pH Values Between the Two Active Study Treatments at Steady-state on Day 7",2.2539,"1",24124
"332","NCT01001234","A Study to Evaluate the Efficacy and Tolerability of Rizatriptan for Treatment of Acute Migraine in Children and Adolescents (MK-0462-082 AM7)","Migraine, Acute","mental health","Drug: rizatriptan|Drug: placebo|Drug: rizatriptan|Drug: placebo","drug","Merck Sharp & Dohme Corp.","Both","Child",1382,"November 2009","August 2009","Pain Freedom at 2 Hours Post Dose in Participants Between 12 and 17 Years of Age",2.2606,"1",24116
"333","NCT00635817","A Study of Leuprolide 11.25 mg and 30 mg Administered Every 3 Months to Treat Central Precocious Puberty","Puberty, Precocious","endocrine and metabolic","Drug: Leuprolide acetate 11.25 mg|Drug: Leuprolide acetate 30 mg","drug","Abbott","Both","Child",84,"June 2008","August 2008","Percentage of Participants With Suppression of Peak Stimulated Luteinizing Hormone (<4 mIU/mL) From Month 2 Through Month 6",2.2638,"1",24104
"334","NCT00090051","FCR Versus FC Alone in the Treatment of Chronic Lymphocytic Leukemia (CLL) in Relapsed Patients","Chronic Lymphocytic Leukemia","cancer","Drug: Rituximab|Drug: Fludarabine Phosphate|Drug: Cyclophosphamide","drug","Hoffmann-La Roche|Biogen Idec|Genentech, Inc.","Both","Adult|Senior",552,"July 2003","September 2009","Progression-free Survival (PFS) as Assessed by the Independent Review Committee (IRC)",2.29383462,"1",24117
"335","NCT00528372","A Phase III Study of BMS-512148 (Dapagliflozin) in Patients With Type 2 Diabetes Who Are Not Well Controlled With Diet and Exercise","Type 2 Diabetes","endocrine and metabolic","Drug: Dapagliflozin|Drug: Dapagliflozin placebo|Drug: Metformin","drug","Bristol-Myers Squibb|AstraZeneca","Both","Adult|Senior",1067,"September 2007","December 2010","Adjusted Mean Change From Baseline to Week 24 in Hemoglobin A1C (HbA1c) (Last Observation Carried Forward [LOCF]): Group 1",2.313411963,"1",24132
"336","NCT00783692","Study of Vedolizumab (MLN0002) in Patients With Moderate to Severe Crohn's Disease","Crohn's Disease","other","Drug: vedolizumab|Other: Placebo","drug","Millennium Pharmaceuticals, Inc.","Both","Adult|Senior",1116,"December 2008","February 2010","Induction Phase: Percentage of Participants Achieving Clinical Remission at Week 6",2.3152,"1",24122
"337","NCT00750139","Multicenter Study of the Safety and Efficacy of NAFT-500 in Tinea Pedis","Tinea Pedis|Athlete's Foot","other","Drug: NAFT-500|Drug: Placebo 2-weeks|Drug: Naftin 1%|Drug: Placebo 4-weeks","drug","Merz Pharmaceuticals, LLC","Both","Child|Adult|Se",707,"August 2008","February 2012","Percentage of Subjects With Complete Cure at Week 6.",2.3263,"1",24146
"338","NCT00809965","An Efficacy and Safety Study for Rivaroxaban in Patients With Acute Coronary Syndrome","Acute Coronary Syndrome|Myocardial Infarction|Myocardial Ischemia|Unstable Angina","cardiovascular","Drug: Rivaroxaban 2.5 mg|Drug: Rivaroxaban 5 mg|Drug: Placebo|Drug: Standard of care","drug","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.|Bayer","Both","Adult|Senior",15526,"November 2008","June 2009","The Percentage of Patients With the Composite Endpoint of Cardiovascular Death， Myocardial Infarction， or Stroke",2.3263,"1",24114
"339","NCT00615550","PREGNANT Short Cervix Trial","Preterm Delivery|Short Cervix|Short Uterine Cervical Length","other","Drug: progesterone|Drug: placebo","drug","Columbia Laboratories|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Female","Child|Adult",465,"March 2008","December 2012","Number of Participants With Birth <=32 6/7 Weeks Gestation.",2.326347874,"1",24156
"340","NCT00073528","Study Comparing GW572016 And Letrozole Versus Letrozole In Subjects With Advanced Or Metastatic Breast Cancer","Neoplasms, Breast","cancer","Drug: Lapatinib (GW572016)|Drug: Letrozole","drug","GlaxoSmithKline","Female","Adult|Senior",1286,"December 2003","July 2009","Number of Participants With Progression Free Survival (PFS) in the Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Her3 as Assessed by the Investigator",2.345530971,"1",24115
"341","NCT00113607","An Efficacy and Safety Study for Yondelis (Trabectedin) in Patients With Advanced Relapsed Ovarian Cancer","Ovarian Cancer","cancer","Drug: Trabectedin|Drug: DOXIL|Drug: Dexamethasone","drug","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.|PharmaMar","Female","Adult|Senior",672,"April 2005","November 2008","Progression-Free Survival (PFS): Independent Radiologist Review",2.345530971,"1",24107
"342","NCT00478192","Study of Efficacy & Safety for 3 Infusion Regimens of IV Conivaptan in Subjects With Euvolemic or Hypervolemic Hyponatremia","Hyponatremia","endocrine and metabolic","Drug: Conivaptan|Drug: Placebo","drug","Cumberland Pharmaceuticals","Both","Adult|Senior",50,"April 2007","May 2009","Change in Serum Sodium From Baseline to the 48 Hour Assessment or Study Drug Discontinuation.",2.345530971,"1",24113
"343","NCT00626028","Comparison of Inhaled Nitric Oxide and Oxygen in Patient Reactivity During Acute Pulmonary Vasodilator Testing","Idiopathic Pulmonary Arterial Hypertension|Congenital Heart Disease With Pulmonary Hype","cardiovascular","Drug: Nitric Oxide for inhalation|Drug: Oxygen|Drug: Nitric Oxide plus Oxygen","drug","INO Therapeutics","Both","Child|Adult",136,"September 2004","April 2012","Reversible Pulmonary Hypertension (Vasoreactivity)as Defined by Hemodynamic Measurements",2.3534,"1",24148
"344","NCT00969709","Safety and Efficacy of Levomilnacipran ER (F2695 SR) in Major Depressive Disorder","Major Depressive Disorder","mental health","Drug: Levomilnacipran ER|Drug: Levomilnacipran ER|Drug: Levomilnacipran ER|Drug: Placebo","drug","Forest Laboratories","Both","Adult",724,"September 2009","June 2010","Change in Montgomery-Åsberg Depression Rating Scale (MADRS) Total Score",2.3535,"1",24126
"345","NCT00510146","Olanzapine Treatment of Patients With Bipolar I Disorder","Depression, Bipolar","mental health","Drug: Olanzapine|Drug: Placebo","drug","Eli Lilly and Company","Both","Adult",514,"August 2007","November 2008","Change From Baseline to Endpoint in Montgomery-Asberg Depression Rating Scale (MADRS) Total Score (Acute Phase)",2.365618127,"1",24107
"346","NCT01275066","A Double-Blind Study to Evaluate the Efficacy and Safety of BMN 110 in Patients With Mucopolysaccharidosis IVA (Morquio A Syndrome)","MPS IV A","endocrine and metabolic","Drug: BMN 110 Weekly|Drug: Placebo|Drug: BMN 110 Every Other Week","drug","BioMarin Pharmaceutical","Both","Child|Adult|Se",177,"February 2011","February 2009","Change From Baseline in Endurance as Measured by the 6-minute Walk Test",2.378144623,"1",24110
"347","NCT00641056","Efficacy of Exenatide Once Weekly and Once-Daily Insulin Glargine in Patients With Type 2 Diabetes Treated With Metformin Alone or in Combination With Sulfonylurea (","Type 2 Diabetes Mellitus","endocrine and metabolic","Drug: Exenatide Once Weekly|Drug: Insulin Glargine","drug","AstraZeneca|Eli Lilly and Company","Both","Adult|Senior",467,"April 2008","August 2012","Change in HbA1c From Baseline to Week 26",2.3867,"1",24152
"348","NCT00344968","Fluocinolone Acetonide Implant Compared to Sham Injection in Patients With Diabetic Macular Edema","Diabetic Macular Edema","other","Drug: fluocinolone acetonide|Drug: Fluocinolone Acetonide|Procedure: Standard of care laser photocoagulation","drug","Alimera Sciences","Both","Adult|Senior",956,"September 2007","January 2012","Visual Acuity",2.402,"1",24145
"349","NCT00689481","Study to Compare U0267 Against Vehicle in Subjects With Plaque-type Psoriasis Two of Two Phase 3 Studies","Psoriasis","other","Drug: U0267 Foam|Drug: Vehicle foam","drug","Stiefel, a GSK Company|GlaxoSmithKline","Both","Child|Adult|Se",323,"March 2008","November 2008","Number of Subjects With Treatment Success， Assessed Per the Investigator's Static Global Assessment",2.4089,"1",24107
"350","NCT00966953","Development of Clinical Method to Determination Triclosan Retention in Plaque Following Brushing.","Gingival Diseases","other","Drug: Fluoride|Drug: Triclosan/Fluoride toothpaste|Drug: Fluoride|Drug: Fluoride|Other: antibacterial plant extract","drug","Colgate Palmolive","Both","Adult",25,"October 2007","February 2012","Plaque Index",2.4237,"1",24146
"351","NCT00769314","Phase 3 Clinical Study for the Treatment of Cold Sore","Herpes Labialis","other","Drug: Acyclovir Lauriad|Drug: Placebo","drug","Onxeo","Both","Adult|Senior",1727,"May 2007","April 2012","",2.4324,"1",24148
"352","NCT01702532","Nicotine Mouth Film for Craving Relief.","Smoking Cessation","other","Drug: Nicotine","drug","GlaxoSmithKline","Both","Adult|Senior",320,"September 2012","October 2010","The Change From Pre-dose Post-provocation in Craving Score at 50 Seconds",2.454705623,"1",24130
"353","NCT00577655","Chronic-Dose Safety and Efficacy Study of an Albuterol Metered Dose Inhaler (MDI) Inhaler Using a Hydrofluoroalkane (HFA) Propellant In Pediatric Asthmatics","Asthma","respiratory","Drug: Albuterol|Drug: Placebo","drug","Teva Branded Pharmaceutical Products, R&D Inc.","Both","Child",103,"August 2007","October 2011","Maximum Percent Change From Baseline",2.462427681,"1",24142
"354","NCT00525824","12-week Open-label, Phase IIIb Comparing Efficacy and Safety of Rosuvastatin (CRESTOR™) in Combination With Ezetimibe","Hypercholesterolemia|Coronary Heart Disease|Atherosclerosis","cardiovascular","Drug: Rosuvastatin   (Crestor)|Drug: Ezetimibe|Drug: Simvastatin","drug","AstraZeneca","Both","Adult|Senior",1743,"August 2007","December 2008","Percent Change From Baseline in Low-density Lipoprotein Cholesterol (LDL-C) After 6 Weeks Combination Treatment",2.467,"1",24108
"355","NCT00249873","Atrial Fibrillation Clopidogrel Trial With Irbesartan for Prevention of Vascular Events (ACTIVE A)","Atrial Fibrillation|Vascular Risk","cardiovascular","Drug: clopidogrel (SR25990C)|Drug: placebo","drug","Sanofi|Bristol-Myers Squibb","Both","Adult|Senior",7554,"June 2003","June 2012","First Occurence of Any Component of the Composite of Stroke， Non-Central Nervous System (Non-CNS) Systemic Embolism， Myocardial Infarction or Vascular Death as Per Adjudication",2.475633576,"1",24150
"356","NCT00256204","A Randomized Placebo Controlled Study to Show That Rasagiline May Slow Disease Progression for Parkinson's Disease","Parkinson's Disease","mental health","Drug: Rasagiline Mesylate|Drug: Rasagiline Mesylate|Other: Placebo","drug","Teva Pharmaceutical Industries","Both","Adult|Senior",1174,"November 2005","March 2011","Change in Total Unified Parkinson's Disease Rating Scale (UPDRS) Score From Baseline",2.475633576,"1",24135
"357","NCT00325403","FREEDOM - M: Oral Treprostinil as Monotherapy for the Treatment of Pulmonary Arterial Hypertension (PAH)","Pulmonary Hypertension","cardiovascular","Drug: Oral treprostinil (UT-15C) Sustained Release Tablets|Other: Placebo","drug","United Therapeutics","Both","Child|Adult|Se",349,"October 2006","July 2008","Six Minute Walk Distance (6MWD)",2.497705474,"1",24103
"358","NCT00413010","Pregabalin in the Treatment of Patients With Generalized Anxiety Disorder (GAD).","Generalized Anxiety Disorder","mental health","Drug: pregabalin|Drug: placebo","drug","Pfizer","Both","Adult|Senior",356,"December 2006","November 2011","Change in Hamilton Anxiety Rating Scale (HAM-A) Total Scores",2.5,"1",24143
"359","NCT00889863","Flare Prevention Study of Canakinumab in Patients With Active Systemic Juvenile Idiopathic Arthritis (SJIA)","Systemic Juvenile Idiopathic Arthritis With Active Flare","other","Drug: canakinumab|Drug: placebo","drug","Novartis Pharmaceuticals|Pediatric Rheumatology International Trials Organization|Novartis","Both","Child|Adult",177,"July 2009","February 2009","Part I: Percentage of Patients Who Were on Steroids at Entry Into Part I and Who Were Able to Taper Steroid as Per Protocol in at Least 25% of the Patients Who Entered the Study Taking a Steroid",2.5092,"1",24110
"360","NCT00264810","RNS® System Pivotal Study","Epilepsy","mental health","Procedure: RNS® System implantation|Device: RNS® System responsive stimulation","device","NeuroPace","Both","Adult|Senior",240,"December 2005","September 2009","Acute SAE Rate",2.512144328,"1",24117
"361","NCT01064414","An Efficacy, Safety, and Tolerability Study of Canagliflozin in Patients With Type 2 Diabetes Mellitus Who Have Moderate Renal Impairment","Diabetes Mellitus, Type 2|Renal Insufficiency","endocrine and metabolic","Drug: Canagliflozin|Drug: Placebo","drug","Janssen Research & Development, LLC","Both","Adult|Senior",272,"June 2010","June 2012","Change in HbA1c From Baseline to Week 26",2.512144328,"1",24150
"362","NCT00755417","Study of Gabapentin Extended Release (G-ER) in the Treatment of Vasomotor (Hot Flashes/Hot Flushes) Symptoms in Postmenopausal Women","Hot Flashes","endocrine and metabolic","Drug: Gabapentin Extended-Release (G-ER) 1200 mg|Drug: Gabapentin Extended-Release (G-ER) 1800 mg|Drug: Placebo","drug","Depomed","Female","Adult|Senior",541,"September 2008","August 2009","Change From Baseline in Average Daily Frequency of Hot Flashes After 4 Weeks of Treatment With Daily Doses of G-ER 1200 mg or G-ER 1800 mg Compared to Placebo",2.521,"1",24116
"363","NCT00105443","A Phase III Study of Sorafenib in Patients With Advanced Hepatocellular Carcinoma","Carcinoma, Hepatocellular","cancer","Drug: Sorafenib (Nexavar, BAY43-9006)|Drug: Placebo","drug","Bayer","Both","Adult|Senior",602,"March 2005","June 2010","Overall Survival (OS)",2.522270522,"1",24126
"364","NCT00620022","The Effect of Indacaterol on Exercise Endurance in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease","Chronic Obstructive Pulmonary Disease","respiratory","Drug: Indacaterol 300 μg|Drug: Placebo","drug","Novartis","Both","Adult|Senior",90,"April 2008","December 2008","Exercise Duration Time Assessed by Constant-load Cycle Ergometry at the End of Each Treatment Period",2.5427,"1",24108
"365","NCT00660179","Study of Macitentan (ACT-064992) on Morbidity and Mortality in Patients With Symptomatic Pulmonary Arterial Hypertension","Pulmonary Arterial Hypertension","cardiovascular","Drug: macitentan (ACT-064992)|Drug: macitentan (ACT-064992)|Drug: placebo","drug","Actelion","Both","Child|Adult|Se",742,"May 2008","March 2011","Time to First Confirmed Morbidity or Mortality Event up to the End of Treatment (Kaplan-Meier Estimate of Patients Without a Morbidity or Mortality Event)",2.5491,"1",24135
"366","NCT00689104","Study to Test the Efficacy and Safety of the Beta-3 Agonist Mirabegron (YM178) in Patients With Symptoms of Overactive Bladder","Urinary Bladder, Overactive","other","Drug: Mirabegron|Drug: Tolterodine|Drug: Placebo to Mirabegron|Drug: Placebo to Tolterodine","drug","Astellas Pharma Inc","Both","Adult|Senior",2336,"April 2008","February 2012","Change From Baseline to End of Treatment (Final Visit) in Mean Number of Incontinence Episodes Per 24 Hours",2.5511,"1",24146
"367","NCT00795639","Sitaxsentan Efficacy And Safety Trial With A Randomized Prospective Assessment Of Adding Sildenafil (SR-PAAS)","Pulmonary Arterial Hypertension|Pulmonary Hypertension","cardiovascular","Drug: Sitaxsentan|Drug: Placebo","drug","Pfizer","Both","Child|Adult|Se",183,"December 2008","September 2009","Change From Baseline in Total Distance Walked During 6 Minute Walk Distance (6MWD) at Week 12",2.5622,"1",24117
"368","NCT00280566","Safety and Maintenance of Effect of Ziprasidone Plus a Mood Stabilizer in Bipolar I Disorder (Manic or Mixed)","Bipolar Mania|Bipolar Disorder","mental health","Drug: Placebo|Drug: Ziprasidone Oral Capsule","drug","Pfizer","Both","Adult|Senior",584,"December 2005","May 2012","Time to Intervention for a Mood Episode During Double Blind Period",2.562238076,"1",24149
"369","NCT00490919","Buprenorphine Transdermal System (BTDS) in Subjects With Moderate to Severe Chronic Low Back Pain","Low Back Pain","other","Drug: Buprenorphine transdermal  system|Drug: Placebo","drug","Purdue Pharma LP","Both","Adult|Senior",539,"June 2007","February 2010","Average Pain Over the Last 24 Hours Scores at Week 12 of the Double-blind Phase.",2.562238076,"1",24122
"370","NCT00731679","Rifaximin 3 Times/Day (TID) for Non-Constipation Irritable Bowel Syndrome (IBS)","Non-Constipation Irritable Bowel Syndrome","other","Drug: Rifaximin|Drug: Placebo","drug","Salix Pharmaceuticals","Both","Adult|Senior",623,"July 2008","May 2011","Proportion of Subjects Who Had Adequate Relief of Global IBS Symptoms for at Least 2 of the 4 Weeks During the Primary Evaluation Period (ie， Weeks 3 Through 6).",2.5758,"1",24137
"371","NCT00457015","Efficacy Study of DX-88 (Ecallantide) to Treat Acute Attacks of Hereditary Angioedema (HAE)","Hereditary Angioedema","cardiovascular","Drug: ecallantide|Drug: Phosphate Buffer Saline (PBS), pH 7.0","drug","Dyax Corp.","Both","Child|Adult|Se",96,"April 2007","June 2008","Change From Baseline in Mean Symptom Complex Severity (MSCS) Score at 4 Hours Post-dose",2.575829304,"1",24102
"372","NCT00461292","Safety and Efficacy Study of Botulinum Toxin Type A for the Treatment of Neurogenic Overactive Bladder","Overactive Bladder","other","Biological: botulinum toxin Type A (200U)|Biological: botulinum toxin Type A (300U)|Other: Normal saline (Placebo); botulinum toxin Type A (200U)|Other: Normal saline (Placebo); botulinum toxin Type A (300U)","biolog","Allergan","Both","Adult|Senior",275,"May 2007","January 2009","Change From Baseline in Number of Weekly Episodes of Urinary Incontinence",2.575829304,"1",24109
"373","NCT00488631","An Efficacy and Safety Study of Golimumab (CNTO 148) in Participants With Moderately to Severely Active Ulcerative Colitis","Colitis, Ulcerative","other","Biological: Placebo|Biological: Golimumab 50 mg|Biological: Golimumab 100 mg|Biological: Golimumab 200 mg","biolog","Janssen Research & Development, LLC|Merck Sharp & Dohme Corp.","Both","Adult|Senior",1228,"September 2007","June 2012","Number of Participants in Clinical Response Through Week 54",2.575829304,"1",24150
"374","NCT00626392","Study to Evaluate the EFFECTS of Acetylsalicylic Acid (ASA) on Niaspan®-Induced Flushing in Subjects With Dyslipidemia","Dyslipidemia","cardiovascular","Drug: niacin extended-release (NER)|Drug: aspirin (ASA)|Drug: aspirin placebo (ASA Pbo)","drug","Abbott","Both","Adult|Senior",277,"February 2008","July 2011","Maximum Severity of Flushing Events During Week 1 of Niacin Extended-release (NER) Treatment",2.575829304,"1",24139
"375","NCT01072929","A Study to Evaluate the Efficacy and Safety of Armodafinil Treatment as Adjunctive Therapy in Adults With Major Depression Associated With Bipolar I Disorder","Depression","mental health","Drug: Armodafinil|Drug: Placebo","drug","Cephalon|Teva Pharmaceutical Industries","Both","Adult",433,"January 2010","February 2009","Change From Baseline to Week 8 in the Total Score From the 30-Item Inventory of Depressive Symptomatology-Clinician-Rated (IDS-C30)",2.586344242,"1",24110
"376","NCT00573170","TREXIMET® Versus Butalbital-containing Combination Medications for the Acute Treatment of Migraine in Adults","Migraine Disorders|Migraine, Acute","mental health","Drug: TREXIMET®|Drug: Butalbital-containing Combination Medications (BCM)|Drug: placebo","drug","GlaxoSmithKline","Both","Adult",375,"February 2008","August 2008","Number of Participants With a Sustained Pain-free (SPF) Response From 2 to 24 Hours Post-dose",2.603,"1",24104
"377","NCT00683592","Randomized, Double-Blind, Placebo Controlled Study of Vilazodone's Efficacy, Safety, and Biomarkers of Response in Major Depressive Disorder (MDD)","Major Depressive Disorder","mental health","Drug: vilazodone|Drug: placebo","drug","Forest Laboratories","Both","Adult|Senior",481,"March 2008","November 2010","Change From Baseline to Week 8 in the MADRS (Montgomery-Asberg Depression Rating Scale) Total Score.",2.6121,"1",24131
"378","NCT00622700","Phase III Study With Teriflunomide Versus Placebo in Patients With First Clinical Symptom of Multiple Sclerosis","Multiple Sclerosis","mental health","Drug: Teriflunomide|Drug: Placebo","drug","Sanofi","Both","Adult",618,"February 2008","November 2010","Time to Conversion to Clinically Deﬁnite Multiple Sclerosis (CDMS)",2.6236,"1",24131
"379","NCT00761930","Compare the Clinical Efficacy of Prototype Toothpastes.","Gingival Diseases","other","Drug: Fluoride|Drug: Triclosan and fluoride|Drug: Herbal Ingredient and fluoride","drug","Colgate Palmolive","Both","Adult",103,"March 2008","July 2010","Dental Plaque",2.6261,"1",24127
"380","NCT00645671","Loteprednol Etabonate Ophthalmic Ointment vs. Vehicle in the Treatment of Inflammation Following Cataract Surgery","Ocular Inflammation","other","Drug: 0.5% Loteprednol Etabonate Ophthalmic Ointment|Drug: Vehicle of Loteprednol Etabonate Ophthalmic Ointment","drug","Bausch & Lomb Incorporated","Both","Adult|Senior",400,"March 2008","November 2008","Subjects With Complete Resolution of Anterior Chamber Cells and Flare. Grade=0.",2.6421,"1",24107
"381","NCT00724815","The Efficacy and Tolerability of NP101 Patch in the Treatment of Acute Migraine","Migraine Disorders","mental health","Drug: NP101 - Sumatriptan iontophoretic transdermal patch|Drug: Placebo","drug","NuPathe Inc.","Both","Adult",530,"January 2009","March 2009","Pain Free at Two Hours",2.6517,"1",24111
