"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","sponsor_class","fda.drug","fda.device","Gender","min.age","max.age","Enrollment","Start_Date","Completion_Date","title","p","p.desc","method","param.value","param.type","ci","ci.side","ci.l","ci.u"
"819","NCT00509106","Comparative Study of Ceftaroline vs. Ceftriaxone in Adults With Community-Acquired Pneumonia","Bacterial Pneumonia",0,"Ceftaroline fosamil for Injection","Drug","Forest Laboratories","Industry",0,0,"All","18 Years","N/A","622","July 2007","August 2008","Clinical Cure Rate for Ceftaroline Compared to That for Ceftriaxone at the Test of Cure (TOC) in the Modified Intent to Treat Efficacy (MITTE) Population","0","0","0","5.9","Risk Difference (RD)","95","2-Sided","-1.0","12.7"
"820","NCT00509145","Safety and Efficacy of Orally Administered Laquinimod Versus Placebo for Treatment of Relapsing Remitting Multiple Sclerosis (RRMS)","Multiple Sclerosis",0,"Laquinimod","Drug","Teva Pharmaceutical Industries","Industry",0,0,"All","18 Years","55 Years","1106","December 2007","November 2010","Relapse Rate: Number of confirmed relapses during the double blind study period.","0","0","0","0","0","0","0","0","0"
"821","NCT00509236","Sitagliptin Versus Glipizide in Participants With Type 2 Diabetes Mellitus and End-Stage Renal Disease (MK-0431-073 AM1)","Diabetes Mellitus, Type 2",0,"Sitagliptin","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","30 Years","N/A","129","October 19, 2007","March 14, 2011","Change From Baseline in Hemoglobin A1c After Sitagliptin Treatment","<0.001","0","ANCOVA","0","0","0","0","0","0"
"822","NCT00509262","Sitagliptin Versus Glipizide in Participants With Type 2 Diabetes Mellitus and Chronic Renal Insufficiency (MK-0431-063 AM1)","Diabetes Mellitus, Type 2",0,"Sitagliptin","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","30 Years","N/A","426","October 9, 2007","March 16, 2011","Change From Baseline in Hemoglobin A1c (A1C) Levels at Week 54","0","0","0","-0.11","Difference in least squares mean","95","2-Sided","-0.29","0.06"
"823","NCT00509639","Evaluation of Topical 10% Metronidazole Ointment for the Treatment of Active Perianal Crohn's Disease","Crohn's Disease",0,"10% Metronidazole Ointment","Drug","S.L.A. Pharma AG","Industry",0,0,"All","18 Years","N/A","74","May 2005","February 2008","To evaluate the effect of 10% metronidazole ointment, applied topically three times a day, in and around the anus, on the change in perianal Crohn's disease activity.","0","0","0","0","0","0","0","0","0"
"824","NCT00509795","Vascular Endothelial Growth Factor VEGF Trap-Eye:Investigation of Efficacy and Safety in Wet Age-Related Macular Degeneration(AMD)","Macular Degeneration",0,"ranibizumab","Biological","Regeneron Pharmaceuticals","Industry",0,0,"All","50 Years","N/A","1217","August 2007","September 2010","Percentage of Patients Who Maintained Vision at Week 52 - Last Observation Carried Forward (LOCF)","0","0","0","-0.7","Risk Difference (RD)","95.1","2-Sided","-4.4","3.1"
"825","NCT00510068","Efficacy and Safety of Everolimus (RAD001) Compared to Placebo in Patients With Advanced Neuroendocrine Tumors","Advanced Neuroendocrine Tumors of Pancreatic Origin",0,"Everolimus","Drug","Novartis Pharmaceuticals","Industry",0,0,"All","18 Years","N/A","410","July 2007","February 2010","Time to Progression Free Survival (PFS) Based as Per Investigator Using Kaplan-Meier Methodology","0","0","0","0","0","0","0","0","0"
"826","NCT00510146","Olanzapine Treatment of Patients With Bipolar I Disorder","Depression, Bipolar",0,"Olanzapine","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","64 Years","514","August 2007","March 2010","Change From Baseline to Endpoint in Montgomery-Asberg Depression Rating Scale (MADRS) Total Score (Acute Phase)","0.018","p-value represents a comparison of the olanzapine and placebo groups in change from baseline to endpoint in MADRS total score from the following ANCOVA model: Change=Treatment+Baseline+Geographic Region.","ANCOVA","-2.15","Mean Difference (Final Values)","95","2-Sided","-3.93","-0.36"
"827","NCT00510484","Study Investigating a Delayed-Release Pancrelipase in Patients With Exocrine Pancreatic Insufficiency Due to Cystic Fibrosis","Cystic Fibrosis",0,"Pancrelipase Delayed Release","Drug","Solvay Pharmaceuticals","Industry",0,0,"All","12 Years","N/A","35","November 2007","March 2008","Coefficient of Fat Absorption (%)","<0.001","0","ANOVA","0","0","0","0","0","0"
"828","NCT00510692","Chemoprevention Trial in Familial Adenomatous Polyposis (FAP) Coli Using EPA","Familial Adenomatous Polyposis Coli",0,"Eicosapentanoic Acid (EPA)","Drug","S.L.A. Pharma AG","Industry",0,0,"All","18 Years","N/A","58","November 2006","April 2008","Absolute Change in the Number of Polyps Measured in a Focal Area of the Rectum.","0.005","0","ANCOVA","-1.06","Mean Difference (Net)","95","2-Sided","-1.78","-0.35"
"829","NCT00510952","Comparison of Two Basal Insulins for Patients With Type 2 Diabetes on Anti-Hyperglycemic Medications (IOPE)","Diabetes Mellitus, Type 2",0,"Insulin Lispro Protamine Suspension","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","471","August 2007","October 2008","Change From Baseline to 24 Week Endpoint in Hemoglobin A1c (HbA1c)","0.551","P-value for Change from Baseline.","ANCOVA","-0.05","Mean Difference (Net)","95","0","-0.21","0.11"
"830","NCT00511199","Efficacy and Safety of the Combined Oral Contraceptive (COC) NOMAC-E2 Compared to a COC Containing DRSP/EE (292001)(COMPLETED)(P05724)","Contraception",0,"NOMAC-E2","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"Female","18 Years","50 Years","2152","May 2006","April 2008","Number of In-treatment Pregnancies (With +2 Day Window) Per 100 Woman Years of Exposure (Pearl Index)","0","0","0","0","0","0","0","0","0"
"831","NCT00511342","Effects on Bone Mineral Density (BMD) of the Combined Oral Contraceptive NOMAC-E2 Compared to a COC Containing LNG/EE (292005)(P05765)(COMPLETED)","Contraception",0,"NOMAC-E2","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"Female","20 Years","35 Years","110","September 2006","June 2009","Mean Change From Baseline in Z-scores of the Lumbar Spine (L2-L4) and Femoral Neck","0","0","0","0","0","0","0","0","0"
"832","NCT00511355","Effects on Hemostasis, Lipids, Carbohydrate Metabolism, Adrenal & Thyroid Function of the Combined Oral Contraceptive NOMAC-E2 Compared to a COC Containing LNG-EE (292004)(COMPLETED)(P05764)","Contraception",0,"NOMAC-E2","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"Female","18 Years","50 Years","121","October 2006","January 2008","Serum Concentration of Prothrombin Fragments 1 + 2","0.0849","No correction for multiple testing was made.","Cochran-Mantel-Haenszel","0","0","0","0","0","0"
"833","NCT00511433","Effects on Ovarian Function of the Combined Oral Contraceptive NOMAC-E2 Compared to a COC Containing DRSP/EE (292003)(COMPLETED)(P05723)","Contraception",0,"NOMAC-E2","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"Female","18 Years","35 Years","48","October 2006","January 2008","Effect on Ovarian Function as Determined by the Number of Participants With an Occurrence of Ovulation","0","0","0","0","0","0","0","0","0"
"834","NCT00511797","SH T00186 Phase II/ III Optimal Drospirenone (DRSP) Dose Finding and Placebo-controlled Comparative Study","Dysmenorrhea",0,"SH T04740B","Drug","Bayer","Industry",0,0,"Female","20 Years","N/A","249","July 2007","January 2009","Change From Baseline in Total Dysmenorrheal Score at Final Evaluation","<0.001","Pre-defined sequential tests were applied to protect alpha inflation by multiplicity.","t-test, 1 sided","-0.92","Median Difference (Final Values)","95","2-Sided","-1.49","-0.34"
"835","NCT00512135","Safety and Efficacy of IncobotulinumtoxinA (Xeomin) in the Treatment of Glabellar Frown Lines","Glabellar Lines",0,"IncobotulinumtoxinA (Xeomin) (20 units)","Drug","Merz Pharmaceuticals GmbH","Industry",0,0,"All","18 Years","N/A","796","June 2007","December 2009","- Safety endpoints - Investigator's assessment - Patient's assessment","0","0","0","0","0","0","0","0","0"
"836","NCT00513370","A Canadian Open-Label Access Program to Evaluate Adalimumab When Added to Inadequate Therapy for the Treatment of Psoriasis","Psoriasis",0,"Humira (adalimumab)","Biological","Abbott","Industry",0,0,"All","18 Years","N/A","203","September 2007","September 2008","Number of Subjects With Psoriasis Area and Severity Index (PASI) 75 Response at 16 Weeks","0","0","0","0","0","0","0","0","0"
"837","NCT00513682","Efficacy and Safety of Ultrase® MT20 in Improving the Coefficient of Fat Absorption (CFA) in Children With Cystic Fibrosis (CF) and Pancreatic Insufficiency (PI)","Cystic Fibrosis",0,"Ultrase® MT20","Drug","Forest Laboratories","Industry",0,0,"All","7 Years","11 Years","9","July 2007","March 2008","Percent Coefficient of Fat Absorption (CFA)","0.0013","0","t-test, 1 sided","0","0","0","0","0","0"
"838","NCT00514709","Immunogenicity Study of Antibody Persistence and Booster Effect of DTaP-HB PRP~T Combined Vaccine in Filipino Infants","Diphtheria",0,"DTaP-HB PRP~T Combined Vaccine","Biological","Sanofi Pasteur, a Sanofi Company","Industry",0,0,"All","12 Months","18 Months","1843","September 2007","December 2008","Number of Participants With Antibody Persistence and Immunogenicity Booster Response to Vaccination With DTaP-Hep B-PRP~T Concomitantly With Oral Polio Vaccine (OPV)","0","0","0","0","0","0","0","0","0"
"839","NCT00514735","Tailored Treatment of Permanent Atrial Fibrillation","Atrial Fibrillation",0,"Medtronic Cardiac Ablation System","Procedure","Medtronic Atrial Fibrillation Solutions","Industry",0,0,"All","18 Years","70 Years","210","May 2007","November 2010","Chronic Effectiveness","<0.0001","In order to maintain the overall level of significance at the α=0.025 level after a planned interim analysis using α=0.003, this test will actually be performed using an adjusted α=0.0245 at the completion of the study.","Chi-squared","0","0","0","0","0","0"
"840","NCT00514917","A Study of Androgen Deprivation With Leuprolide, +/- Docetaxel for Clinically Asymptomatic Prostate Cancer Participants With a Rising Prostate Specific Antigen (PSA)","Prostatic Neoplasms",0,"Docetaxel","Drug","Sanofi","Industry",0,0,"Male","18 Years","N/A","413","July 2007","September 2012","Median Progression-Free Survival (PFS) in Intent-to-treat (ITT) Population","0.0501","A priori threshold for statistical significance = 0.05","Log Rank","1.29","Hazard Ratio (HR)","95","2-Sided","1.00","1.65"
"841","NCT00515320","Study of Fluoxetine in Autism","Autistic Disorder",0,"Fluoxetine","Drug","Neuropharm","Industry",0,0,"All","5 Years","17 Years","158","August 2007","January 2009","The percentage change from baseline to the endpoint visit for the CYBOCS-PDD score.","0","0","0","0","0","0","0","0","0"
"842","NCT00515450","Efficacy and Safety Study of GB-0998 for Treatment of Generalized Myasthenia Gravis","Generalized Myasthenia Gravis",0,"GB-0998 (Intravenous immunoglobulin)","Biological","Benesis Corporation","Industry",0,0,"All","16 Years","N/A","46","July 2007","May 2010","Changes in QMG score","0","0","0","0","0","0","0","0","0"
"843","NCT00515619","Assess Safety and Efficacy of Lacosamide in Patients With Partial Seizures","Epilepsy",0,"Lacosamide","Drug","UCB Pharma","Industry",0,0,"All","16 Years","70 Years","376","December 2004","August 2010","Number of Subjects Reporting at Least 1 Treatment-emergent Adverse Event (TEAE) During the Treatment Period (up to 5.5 Years)","0","0","0","0","0","0","0","0","0"
"844","NCT00516048","An Exploratory Study of the Effect of Treatment Interruption on Safety of Exenatide in Patients With Type 2 Diabetes","Type 2 Diabetes Mellitus",0,"exenatide","Drug","AstraZeneca","Industry",0,0,"All","20 Years","N/A","58","August 2007","April 2008","Treatment-emergent Antibody Status (Maximum Titer Level Experienced)","0","0","0","0","0","0","0","0","0"
"845","NCT00516074","A Study to Assess the Effect of Exenatide Treatment on Mean 24-Hour Heart Rate in Patients With Type 2 Diabetes","Type 2 Diabetes Mellitus",0,"exenatide","Drug","AstraZeneca","Industry",0,0,"All","18 Years","75 Years","54","September 2007","April 2008","Change in Mean 24-hour Heart Rate From Baseline to Endpoint","0.1585","0","ANCOVA","0","0","0","0","0","0"
"846","NCT00516139","Lamotrigine Extended-Release In Elderly Patients With Epilepsy","Epilepsy",0,"Lamotrigine","Drug","GlaxoSmithKline","Industry",0,0,"All","65 Years","N/A","122","August 2007","July 2010","Number of Participants With Any Serious Adverse Event (SAE) and Any Non-serious Adverse Event","0","0","0","0","0","0","0","0","0"
"847","NCT00516321","Eltrombopag To Initiate And Maintain Interferon Antiviral Treatment To Subjects With Hepatitis C Related Liver Disease","Hepatitis C, Chronic",0,"eltrombopag","Drug","GlaxoSmithKline","Industry",0,0,"All","18 Years","N/A","687","October 2007","April 2011","Number of Participants With Sustained Virologic Response (SVR) in the Double-blind (DB) Antiviral Treatment Phase","0.0064","Stratified Cochran-Mantel-Haenszel (CMH) chi-square test adjusted for the randomization strata","Cochran-Mantel-Haenszel","7.9","Percentage difference in SVR","95","2-Sided","2.4","13.4"
"848","NCT00517881","Efficacy, Safety and Tolerability Study of Subcutaneous C.E.R.A. in Pre-Dialysis Participants With Chronic Renal Anemia","Anemia",0,"Methoxy polyethylene glycol-epoetin beta (C.E.R.A.)","Drug","Hoffmann-La Roche","Industry",0,0,"All","18 Years","N/A","29","June 2007","November 2009","Percentage of Participants Maintaining Mean Hemoglobin Concentration Within Plus or Minus (+/-) 1 Gram Per Deciliter (g/dL) of Their Reference Hemoglobin and Within the Target Range","0","0","0","0","0","0","0","0","0"
"849","NCT00518180","A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Conjugate Vaccine In Adolescents","Meningococcal Meningitis",0,"Novartis Meningococcal ACWY Conjugate Vaccine","Biological","Novartis Vaccines","Industry",0,0,"All","11 Years","18 Years","1620","July 2007","April 2008","Percentage of Subjects With Human Serum Bactericidal Assay (hSBA) Seroresponse","0","0","0","-2","Vaccine Group differences (%)","95","2-Sided","-6","3"
"850","NCT00518687","Efficacy, Immunogenicity, and Safety of a Single Dose of V710 in Adult Patients Scheduled for Cardiothoracic Surgery (V710-003 AM2)","Staphylococcus Aureus",0,"V710","Biological","Merck Sharp & Dohme Corp.","Industry",0,0,"All","18 Years","N/A","8031","December 2007","August 2011","Number of Participants With Staphylococcus Aureus Bacteremia and/or Deep Sternal Wound Infection","0.584","A 1-sided p-value <0.025 implies that the V710 vaccine efficacy is statistically significantly greater than 20%","Exact 1-sided binomial test","18.5","Vaccine Efficacy (VE)","95","2-Sided","-48.6","55.8"
"851","NCT00518713","Clobazam in Patients With Lennox-Gastaut Syndrome","Epilepsy",0,"Clobazam Low Dose","Drug","Lundbeck LLC","Industry",0,0,"All","2 Years","60 Years","238","August 2007","December 2009","Percent Reduction in Number of Drop Seizures (12-week Maintenance Period).","0.0120","0","ANCOVA","0","0","0","0","0","0"
"852","NCT00518869","Complementary Treatment of PG2 to Improve Clinical Benefit Response and Quality of Life in Fatigue","Quality of Life",0,"PG2","Drug","PhytoHealth Corporation","Industry",0,0,"All","17 Years","75 Years","210","September 2007","June 2008","Clinical Benefit Response","0","0","0","0","0","0","0","0","0"
"853","NCT00518882","Effect of Liraglutide or Exenatide Added to an Ongoing Treatment on Blood Glucose Control in Subjects With Type 2 Diabetes","Diabetes",0,"liraglutide","Drug","Novo Nordisk A/S","Industry",0,0,"All","18 Years","80 Years","467","August 2007","April 2008","Change in Glycosylated A1c (HbA1c) at Week 26","<.0001","No multiplicity concerns","ANCOVA","-0.33","Estimated treatment difference, LS Mean","95","0","-0.47","-0.18"
"854","NCT00518895","Trial of Dacarbazine With or Without Genasense in Advanced Melanoma","Melanoma",0,"dacarbazine plus Genasense","Drug","Genta Incorporated","Industry",0,0,"All","18 Years","N/A","300","July 2007","May 2011","Progression-free survival and overall survival","0","0","0","0","0","0","0","0","0"
"855","NCT00519090","Nilotinib vs Imatinib in Adult Patients With Philadelphia (Ph+) Chronic Myelogenous Leukemia in Chronic Phase (CML-CP)","Myelogenous Leukemia",0,"Imatinib","Drug","Novartis Pharmaceuticals","Industry",0,0,"All","18 Years","N/A","6","October 2007","October 2008","Complete Cytogenetic Response Rate(CCyR) in Patients Who Had a Suboptimal Cytogenetic Response on Imatinib","0","0","0","0","0","0","0","0","0"
"856","NCT00519142","Mitiglinide in Combination With Metformin vs. Metformin Alone in Patients With Type 2 Diabetes Mellitus","Diabetes Mellitus, Type 2",0,"placebo for mitiglinide","Drug","Elixir Pharmaceuticals","Industry",0,0,"All","18 Years","75 Years","367","August 2007","October 2008","change from baseline in HbA1c","0","0","0","0","0","0","0","0","0"
"857","NCT00519285","Aflibercept in Combination With Docetaxel in Metastatic Androgen Independent Prostate Cancer","Prostatic Neoplasms",0,"Aflibercept","Drug","Sanofi","Industry",0,0,"Male","18 Years","N/A","1224","August 2007","April 2012","Overall Survival Time","0.3802","A priori threshold for statistical significance was set to 0.044 using the O'Brien-Fleming alpha spending function to account for two interim analyses.","Log Rank","0.942","Hazard Ratio (HR)","95.6","2-Sided","0.822","1.08"
"858","NCT00519532","Long-term Extension of RECOVER- Long-term Effect of the 24h Transdermal Delivery of Rotigotine in Subjects With Idiopathic Parkinson's Disease","Parkinson's Disease",0,"Rotigotine","Drug","UCB Pharma","Industry",0,0,"All","18 Years","N/A","84","July 2007","May 2009","Change From Baseline in UPDRS III Score at Week 13 (End of Maintenance)","0","0","0","0","0","0","0","0","0"
"859","NCT00520676","Chemotherapy in Treating Patients With Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer",0,"pemetrexed","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","260","October 2007","July 2010","Survival Without Grade 3 or 4 Toxicity","<0.001","The comparison was conducted at a 1-sided significance level of 0.05.","Log Rank","0.45","Hazard Ratio (HR)","95","2-Sided","0.34","0.60"
"860","NCT00520741","Trial to Demonstrate the Efficacy and Safety of Conversion to Lacosamide Monotherapy for Partial-onset Seizures","Epilepsy",0,"Lacosamide","Drug","UCB BIOSCIENCES, Inc.","Industry",0,0,"All","16 Years","70 Years","426","August 2007","December 2012","Percentage of Subjects (Using Kaplan-Meier) Who Are Identified As Meeting At Least 1 Pre-defined Exit Criteria By Day 112 Relative To The Start of Withdrawal of Background Antiepileptic Drug(s)","0","0","0","0.300","Predicted exit rate at 112 days","95","2-Sided","0.246","0.355"
"861","NCT00520780","Ferinject® Assessment in Patients With IRon Deficiency and Chronic Heart Failure (FAIR-HF)","Chronic Heart Failure",0,"Ferinject ® (Ferric carboxymaltose)","Drug","Vifor Inc.","Industry",0,0,"All","18 Years","N/A","456","April 2007","July 2009","Self-reported patient global assessment (PGA) and NYHA functional status 24 weeks after initiation of therapy","0","0","0","0","0","0","0","0","0"
"862","NCT00520806","Efficacy and Safety of Relaxin for the Treatment of Acute Heart Failure","Heart Failure, Congestive",0,"Relaxin","Drug","Corthera, Inc.(formerly BAS Medical, Inc.), a member of the Novartis group of companies","Industry",0,0,"All","18 Years","N/A","1161","October 2007","September 2012","Relief of dyspnea in acute heart failure","0","0","0","0","0","0","0","0","0"
"863","NCT00521924","Induction of Remission in RA Patients at Low Disease Activity by Additional Infliximab Therapy (Study P04644AM1) (TERMINATED)","Rheumatoid Arthritis",0,"infliximab","Biological","Merck Sharp & Dohme Corp.","Industry",0,0,"All","19 Years","65 Years","8","June 2007","April 2008","Number of Patients in Remission According to Disease Activity Score (DAS) 28 (< 2.6)","0","0","0","0","0","0","0","0","0"
"864","NCT00521937","Efficacy and Safety Study of DERMAGEN® vs Conventional Treatment to Treat Diabetic Neuropathic Foot Ulcer","Diabetes",0,"Dermagen®","Other","Laboratoires Genévrier","Industry",0,0,"All","18 Years","N/A","388","January 2009","June 2010","Complete wound closure at week 12","0","0","0","0","0","0","0","0","0"
"865","NCT00522041","A Study to Determine the Effect of Nitroglycerin Ointment 0.4% (Cellegesic) on the Pain Associated With Chronic Anal Fissures","Fissure in Ano",0,"Cellegesic","Drug","Forest Laboratories","Industry",0,0,"All","18 Years","75 Years","248","August 2007","July 2008","Change From Baseline in Pain Intensity at Days 14-18","0","0","0","0","0","0","0","0","0"
"866","NCT00522275","Determine Safety and Efficacy of Long-term Oral Lacosamide in Patients With Partial Seizures","Partial Epilepsies",0,"lacosamide","Drug","UCB BIOSCIENCES, Inc.","Industry",0,0,"All","16 Years","70 Years","308","October 2004","October 2009","Number of Subjects Reporting at Least 1 Treatment-Emergent Adverse Event (TEAE) During the Treatment Period (Maximum 6 Years)","0","0","0","0","0","0","0","0","0"
"867","NCT00522379","Trial to Assess Parkinson's Disease (PD) Symptom Control to Four Doses of Rotigotine in a Transdermal Patch","Parkinson's Disease",0,"Rotigotine","Drug","UCB Pharma","Industry",0,0,"All","30 Years","N/A","514","July 2007","July 2011","The Change in the Absolute Time Spent ""Off"" From Baseline to the End of the Maintenance Period as Recorded by the Subject in a Daily Diary","0","0","0","0","0","0","0","0","0"
"868","NCT00522834","Elesclomol (STA-4783) With Paclitaxel Versus Paclitaxel Alone in Melanoma","Melanoma",0,"Elesclomol (STA-4783)","Drug","Synta Pharmaceuticals Corp.","Industry",0,0,"All","18 Years","N/A","630","August 2007","June 2009","Progression free survival","0","0","0","0","0","0","0","0","0"
"869","NCT00522873","Endometrial Safety Study","Postmenopause",0,"0.25mg DRSP / 0.5mg E2 (BAY86-4891)","Drug","Bayer","Industry",0,0,"Female","40 Years","65 Years","662","August 2007","August 2009","Number of Participants in the DRSP/E2 Group With an Assessment of Endometrial Hyperplasia or Worse at End of Study (EoS) (1 Year of Treatment)","0","0","0","0.0000","proportion","95","2-Sided","0.0000","0.0119"
"870","NCT00522951","SH L 562BB Phase II/III Dose Justification and Gadoteridol-controlled Comparative Study","Brain Metastases",0,"Gadobutrol (Gadavist, Gadovist, BAY86-4875)","Drug","Bayer","Industry",0,0,"All","20 Years","N/A","165","August 2007","August 2008","Number of Lesions Detected by Blinded Readers (BR) and Investigator","0","0","0","-0.58","Mean Difference (Final Values)","95","0","-0.87","-0.29"
"871","NCT00523042","Safety of Inhaled Preprandial Human Insulin in Subjects With Diabetes and Asthma","Diabetes",0,"insulin aspart","Drug","Novo Nordisk A/S","Industry",0,0,"All","18 Years","N/A","10","August 30, 2007","February 28, 2008","Changes in lung function, chest X-rays, or asthma exacerbation frequency","0","0","0","0","0","0","0","0","0"
"872","NCT00523107","PG2 Treatment for Improving Fatigue Among Advanced Cancer Patients Under Standard Palliative Care","Fatigue",0,"PG2","Drug","PhytoHealth Corporation","Industry",0,0,"All","N/A","N/A","91","August 2007","January 2008","The fatigue improvement response rate among patients between two study arms will be compared as the basis for efficacy evaluation at the end of the first treatment cycle.","0","0","0","0","0","0","0","0","0"
"873","NCT00523211","Vicriviroc in HIV-Treatment Experienced Subjects (Study P04405AM5)","HIV Infections",0,"Vicriviroc","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","16 Years","N/A","506","July 2007","June 2009","Proportion of subjects with undetectable plasma HIV-1 RNA (<50 copies/mL)","0","0","0","0","0","0","0","0","0"
"874","NCT00523978","A Clinical Study of the Arctic Front Cryoablation Balloon for the Treatment of Paroxysmal Atrial Fibrillation","Paroxysmal Atrial Fibrillation",0,"Arctic Front® Cryoablation Catheter","Device","Medtronic Atrial Fibrillation Solutions","Industry",0,0,"All","18 Years","75 Years","245","October 2006","August 2010","Acute Procedural Success (APS)","0","0","0","0","0","0","0","0","0"
"875","NCT00524030","Efficacy And Safety Study Of Pregabalin (Lyrica) As Monotherapy In Patients With Partial Seizures","Epilepsies, Partial",0,"pregabalin 600 mg/day","Drug","Pfizer","Industry",0,0,"All","18 Years","N/A","161","September 2007","April 2011","Percentage of Participants in the Pregabalin 600 mg/Day Treatment Group Discontinuing the Study Due to at Least 1 Pre-Defined Seizure Exit Criteria","<0.001","0","Wald Test","0","0","0","0","0","0"
"876","NCT00524368","A Study to Compare Effectiveness and Safety of Darunavir/Ritonavir (DRV/Rtv) 800mg/100mg Once Daily Versus DRV/Rtv 600mg/100mg Twice Daily in Early Treatment-Experienced HIV-1 Infected Patients (ODIN)","Human Immunodeficiency Virus - Type 1",0,"Darunavir (DRV)","Drug","Tibotec Pharmaceuticals, Ireland","Industry",0,0,"All","18 Years","N/A","590","October 2007","August 2009","Virological Response at Week 48 (Number of Participants With Plasma Viral Load Less Than 50 Copies/mL) - as Defined by the Time to Loss of Virologic Response (TLOVR) Algorithm","<0.001","0","Regression, Logistic","0.0019","Difference in proportion of response","95","2-Sided","-0.054","0.092"
"877","NCT00524758","Oculusgen (Ologen) Glaucoma MMC Control in Estonia","Open Angle Glaucoma",0,"ologen (oculusgen) collagen matrix","Device","Pro Top & Mediking Company Limited","Industry",0,0,"All","19 Years","N/A","20","July 2007","October 2011","IOP <21mmHg without anti glaucoma medication","0","0","0","0","0","0","0","0","0"
"878","NCT00525265","A Clinical Pharmacological Study of OPC-41061 in the Treatment of Cardiac Edema (Congestive Heart Failure)","Cardiac Edema",0,"OPC-41061(Tolvaptan)","Drug","Otsuka Pharmaceutical Co., Ltd.","Industry",0,0,"All","20 Years","85 Years","20","September 2007","January 2009","Body Weight","0","0","0","0","0","0","0","0","0"
"879","NCT00525577","ANDES-AGI-1067 as a Novel Antidiabetic Agent Evaluation Study","Diabetes",0,"Placebo","Drug","AtheroGenics","Industry",0,0,"All","18 Years","75 Years","1012","August 2007","June 2008","Change from baseline in HbA1c to the 6-month time point is identical in the study groups (placebo and AGI-1067 treatment groups)","0","0","0","0","0","0","0","0","0"
"880","NCT00525798","A Study to Evaluate Oral Salmon Calcitonin in the Treatment of Osteoporosis in Postmenopausal Women Taking Calcium and Vitamin D","Osteoporosis",0,"SMC021 Oral calcitonin","Drug","Nordic Bioscience A/S","Industry",0,0,"Female","55 Years","85 Years","4665","March 2007","August 2011","Number of Patients With New Vertebral Fractures","0","0","0","0","0","0","0","0","0"
"881","NCT00525941","An Exploratory Study of NBI-34060 Capsules and Next Day Functioning","Insomnia",0,"NBI-34060","Drug","Neurocrine Biosciences","Industry",0,0,"All","18 Years","64 Years","0","September 2007","January 2008","Assessments of Next-Day Function","0","0","0","0","0","0","0","0","0"
"882","NCT00526188","Efficacy and Safety of Primovist in Chinese Patients","Known or Suspected Focal Liver Lesions",0,"Gadoxetic Acid Disodium (Primovist, BAY86-4873)","Drug","Bayer","Industry",0,0,"All","18 Years","75 Years","234","August 2007","August 2008","Difference in Sensitivity of Lesion Detection in MRI Images (Post-contrast MRI Minus Pre-contrast MRI) Measured as Percentage Points","0","0","0","9.46","Mean Difference (Final Values)","95","0","6.00","12.93"
"883","NCT00526474","Trial to Assess the Effects of Vorapaxar (SCH 530348; MK-5348) in Preventing Heart Attack and Stroke in Patients With Atherosclerosis (TRA 2°P - TIMI 50) (P04737)","Atherosclerosis",0,"Vorapaxar","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","18 Years","N/A","26449","September 1, 2007","December 1, 2011","Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization","0.001","0","Cox Proportional Hazards Regression","0.88","Cox Proportional Hazard","95","2-Sided","0.82","0.95"
"884","NCT00526760","Long-term Clinical Study Evaluating the Safety and Efficacy of Dexmedetomidine in ICU Subjects","Sedation",0,"Dexmedetomidine","Drug","Hospira, now a wholly owned subsidiary of Pfizer","Industry",0,0,"All","20 Years","N/A","80","October 2007","June 2008","Incidence rate of adverse drug reactions of hypotension, hypertension and bradycardia which correspond to the protocol definitions","0","0","0","0","0","0","0","0","0"
"885","NCT00527072","PSUNRISE - Prospective Study Using Remicade in Psoriasis Patients With an Inadequate Response to Etanercept","Psoriasis",0,"infliximab","Biological","Centocor Ortho Biotech Services, L.L.C.","Industry",0,0,"All","18 Years","75 Years","217","July 2007","May 2009","Number of Patients Who Achieve a Physician Global Assessment (PGA) Score of Minimal (1) or Clear (0)","0.05","0","exact binomial distribution","0.654","Proportion","95","2-Sided","0.586","0.718"
