"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","sponsor_class","fda.drug","fda.device","Gender","min.age","max.age","Enrollment","Start_Date","Completion_Date","title","p","p.desc","method","param.value","param.type","ci","ci.side","ci.l","ci.u"
"213","NCT01110447","Secondary Prophylaxis of Hepatic Encephalopathy With a Probiotic Preparation","Hepatic Encephalopathy",0,"VSL#3","Drug","CD Pharma India Pvt. Ltd.","Industry",0,0,"All","18 Years","70 Years","130","April 2010","March 2013","The primary end point will be development of overt HE or completion of a follow-up of 6 months after enrollment","0","0","0","0","0","0","0","0","0"
"214","NCT01114529","Efficacy, Safety and Evolution of Cardiovascular Parameters in Renal Transplant Recipients","Kidney Transplantation",0,"Everolimus","Drug","Novartis Pharmaceuticals","Industry",0,0,"All","18 Years","75 Years","828","August 9, 2010","October 30, 2014","Estimated Glomerular Filtration Rate (eGFR)","0","0","0","0","0","0","0","0","0"
"215","NCT01114737","Safety and Therapeutic Effects of Sapropterin Dihydrochloride on Neuropsychiatric Symptoms in Phenylketonuria (PKU) Patients","Phenylketonuria",0,"Sapropterin dihydrochloride","Drug","BioMarin Pharmaceutical","Industry",0,0,"All","8 Years","65 Years","206","August 2010","March 2013","Change in Attention-Deficit Hyperactivity Disorder Rating Scale-IV (ADHD-RS) / Adult ADHD Self-Report Scale (ASRS) Total Score From Baseline to Week 13","0.085","0","ANCOVA","-4.2","Mean Difference (Final Values)","95","2-Sided","-8.9","0.6"
"216","NCT01115907","Freedom SOLO Stentless Heart Valve Study","Aortic Stenosis",0,"Freedom SOLO Stentless Heart Valve","Device","Sorin Group USA, Inc.","Industry",0,0,"All","18 Years","N/A","251","December 2010","October 2014","Safety will be determined by incidence rate of adverse events","0","0","0","0","0","0","0","0","0"
"217","NCT01117012","Rollover Study of VX-770 in Cystic Fibrosis Subjects","Cystic Fibrosis",0,"Ivacaftor","Drug","Vertex Pharmaceuticals Incorporated","Industry",0,0,"All","6 Years","N/A","192","July 2010","May 2014","Number of Participants With Non-Serious Adverse Events (AEs) and Serious Adverse Events (SAEs)","0","0","0","0","0","0","0","0","0"
"218","NCT01117987","Extension to QTI571A2301 to Evaluate the Long-term Safety, Tolerability and Efficacy of Imatinib in Severe Pulmonary Arterial Hypertension (PAH)","Pulmonary Arterial Hypertension",0,"Imatinib","Drug","Novartis Pharmaceuticals","Industry",0,0,"All","18 Years","N/A","144","April 2010","April 2014","Number of Participants With Adverse Events, Serious Adverse Events and Deaths","0","0","0","0","0","0","0","0","0"
"219","NCT01119963","Progesterone (17P, Makena®) for Prolongation of Pregnancy in Women With Preterm Rupture of the Membranes (PROM)","Preterm Delivery",0,"17-alpha-hydroxy-progesterone caproate, Makena®","Drug","Obstetrix Medical Group","Industry",0,0,"Female","18 Years","N/A","152","October 2011","April 2014","Interval from PROM until delivery of 34w0d which ever comes first.","0","0","0","0","0","0","0","0","0"
"220","NCT01120600","A Study to Assess Safety and Efficacy of Odanacatib (MK-0822) in Men With Osteoporosis (MK-0822-053)","Osteoporosis",0,"Odanacatib","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"Male","40 Years","95 Years","294","June 2010","July 2013","Percent change from baseline in lumbar spine bone mineral density (BMD)","0","0","0","0","0","0","0","0","0"
"221","NCT01121536","Extension Study of the Safety and Efficacy of Armodafinil Treatment as Adjunctive Therapy in Adults With Major Depression Associated With Bipolar I Disorder","Depression",0,"Armodafinil","Drug","Cephalon","Industry",0,0,"All","18 Years","65 Years","867","April 2010","October 2013","Participants With Treatment-Emergent Adverse Events (TEAE)","0","0","0","0","0","0","0","0","0"
"222","NCT01122927","Safety and Tolerability of Aripiprazole in Adolescents With Schizophrenia or Children and Adolescents With Bipolar I Disorder, Manic or Mixed Episode With or Without Psychotic Features.","Adolescent Schizophrenia",0,"Aripiprazole","Drug","Otsuka Pharmaceutical Development & Commercialization, Inc.","Industry",0,0,"All","10 Years","17 Years","524","July 2010","August 2014","Number of Participants With Adverse Events (AEs)","0","0","0","0","0","0","0","0","0"
"223","NCT01123512","The Kiva® System as a Vertebral Augmentation Treatment","Spinal Fractures",0,"Vertebral augmentation","Device","Benvenue Medical, Inc.","Industry",0,0,"All","50 Years","N/A","300","July 2010","May 2013","Proportion of Participants With Study Success","0","0","0","99.92","% Probability of Equivalence = 99.92","0","2-Sided","0","0"
"224","NCT01124643","Extension Study of TKT028 Evaluating Safety and Clinical Outcomes of Replagal® in Adult Patients With Fabry Disease","Fabry Disease",0,"Replagal","Biological","Shire","Industry",0,0,"All","18 Years","N/A","35","April 2010","July 2013","Change From Baseline in Left Ventricular Mass Indexed to Height (LVMI)","0","0","0","0","0","0","0","0","0"
"225","NCT01127048","Prospan® Hustenzäpfchen - Investigation on Efficacy and Tolerability in Children","Symptoms of Acute Bronchitis Accompanied by Coughing",0,"Suppositories containing Ivy leaves dry extract","Drug","Engelhard Arzneimittel GmbH & Co.KG","Industry",0,0,"All","N/A","6 Years","1400","October 2008","August 2013","Primary outcome measure","0","0","0","0","0","0","0","0","0"
"226","NCT01127633","Continued Safety Monitoring of Solanezumab in Alzheimer's Disease","Alzheimer's Disease",0,"Solanezumab","Drug","Eli Lilly and Company","Industry",0,0,"All","55 Years","N/A","1457","December 2010","July 2014","Assess the Number of Participants with One or More Drug-Related Adverse Events (AEs) or any Serious AEs (SAEs)","0","0","0","0","0","0","0","0","0"
"227","NCT01128959","Study to Assess the Safety and Tolerability of Intravenous Carbamazepine in Adults With Epilepsy","Epilepsy",0,"Intravenous Carbamazepine (IV CBZ)","Drug","Lundbeck LLC","Industry",0,0,"All","18 Years","N/A","108","June 2010","January 2013","Adverse Events","0","0","0","0","0","0","0","0","0"
"228","NCT01130025","Long-Term Innohep® Treatment Versus a Vitamin K Antagonist (Warfarin) for the Treatment of Venous Thromboembolism (VTE) in Cancer","Venous Thromboembolism",0,"Warfarin","Drug","LEO Pharma","Industry",0,0,"All","18 Years","N/A","900","August 2010","April 2014","Composite end-point represented by the time in days from randomisation to the first occurrence of VTE","0","0","0","0","0","0","0","0","0"
"229","NCT01131065","Efficacy and Safety of Niuliva® for the Prevention of Hepatitis B Virus Recurrence in Newly Orthotopic Liver Transplant Recipients","Hepatitis B",0,"Hepatitis B immune globulin","Drug","Instituto Grifols, S.A.","Industry",0,0,"All","18 Years","70 Years","15","July 2010","June 2014","HBV Recurrence","0","0","0","0","0","0","0","0","0"
"230","NCT01131624","Comparative Efficacy and Safety of Intravenous Ferric Carboxymaltose (FCM) Versus Oral Iron for Iron Deficiency Anaemia in Pregnant Women","Anaemia",0,"ferrous sulphate","Drug","Vifor Inc.","Industry",0,0,"Female","18 Years","N/A","252","May 2010","May 2014","Average Hb increase after 3 weeks in FCM compared to oral iron treated subjects (superiority).","0","0","0","0","0","0","0","0","0"
"231","NCT01132326","Clinical Study of Droxidopa in Patients With Neurogenic Orthostatic Hypotension (NOH) (Droxi-304)","Primary Autonomic Failure",0,"Droxidopa","Drug","Chelsea Therapeutics","Industry",0,0,"All","18 Years","N/A","350","January 2009","February 2013","Patients With Treatment-emergent Adverse Events","0","0","0","0","0","0","0","0","0"
"232","NCT01137474","A Study of BMS-512148 (Dapagliflozin) in Patients With Type 2 Diabetes and Inadequately Controlled Hypertension on an Angiotensin-Converting Enzyme Inhibitor or Angiotensin Receptor Blocker","Type 2 Diabetes",0,"Dapagliflozin","Drug","AstraZeneca","Industry",0,0,"All","18 Years","89 Years","2996","July 2010","February 2013","Adjusted Mean Change From Baseline in Seated Systolic Blood Pressure (BP) at Week 12","0.0010","Endpoint tested following a sequential testing procedure at two-sided alpha=0.05 to control the family-wise Type I error rate related to primary and secondary efficacy endpoints. Test performed since previous tests were significant.","Longitudinal repeated measures analysis","-3.05","Mean Difference (Final Values)","95","2-Sided","-4.87","-1.24"
"233","NCT01137682","Efficacy and Safety of Pasireotide Long Acting Release (LAR) Versus Octreotide LAR or Lanreotide Autogel (ATG) in Patients With Inadequately Controlled Acromegaly","Acromegaly",0,"Pasireotide (SOM230)","Drug","Novartis Pharmaceuticals","Industry",1,0,"All","18 Years","N/A","198","July 19, 2010","January 22, 2013","Percentage of Participants With a Reduction of Mean GH Levels to < 2.5 µg/L and Normalization of Sex- and Age-adjusted IGF-1.","0","0","0","0","0","0","0","0","0"
"234","NCT01138657","Efficacy and Safety of Adalimumab in Patients With Active Uveitis","Uveitis",0,"Adalimumab","Biological","AbbVie (prior sponsor, Abbott)","Industry",0,0,"All","18 Years","N/A","239","August 2010","July 2014","Time to Treatment Failure on or After Week 6","<0.001","0","Log Rank","0.50","Hazard Ratio (HR)","95","2-Sided","0.36","0.70"
"235","NCT01140347","A Study of Ramucirumab (IMC-1121B) Drug Product (DP) and Best Supportive Care (BSC) Versus Placebo and BSC as 2nd-Line Treatment in Participants With Hepatocellular Carcinoma After 1st-Line Therapy With Sorafenib","Hepatocellular Carcinoma",0,"Placebo","Biological","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","565","October 2010","March 2014","Overall Survival (OS)","0.1391","0","Log Rank","0.866","Hazard Ratio (HR)","95","2-Sided","0.717","1.046"
"236","NCT01140451","Extension Study of Ataluren (PTC124) in Cystic Fibrosis","Cystic Fibrosis",0,"Ataluren (PTC124)","Drug","PTC Therapeutics","Industry",0,0,"All","6 Years","N/A","191","August 2010","December 2013","Long-term safety of ataluren in patients with nonsense mutation CF, as determined by adverse events and laboratory abnormalities","0","0","0","0","0","0","0","0","0"
"237","NCT01142726","Efficacy and Safety Study of Abatacept Subcutaneous Plus Methotrexate in Inducing Remission in Adults With Very Early Rheumatoid Arthritis","Rheumatoid Arthritis",0,"Abatacept","Drug","Bristol-Myers Squibb","Industry",0,0,"All","18 Years","N/A","511","December 2010","September 2013","Percentage of Participants Who Achieved Remission by Disease Activity Score 28 Based on C-reactive Protein (DAS28-CRP) Criteria at Month 12 and at Both Months 12 and 18","0.010","0","Regression, Logistic","2.01","Odds Ratio (OR)","95","2-Sided","1.18","3.43"
"238","NCT01143064","Efficacy and Safety Study of Intravenous Progesterone in Patients With Severe Traumatic Brain Injury","Brain Injuries",0,"Progesterone","Drug","BHR Pharma, LLC","Industry",0,0,"All","16 Years","70 Years","1195","June 2010","March 2014","Glasgow Outcome Scale (GOS)","0","0","0","0","0","0","0","0","0"
"239","NCT01143246","A Placebo-Controlled, Double-Blind Study to Confirm the Reversal of Hepatorenal Syndrome Type 1 With Terlipressin","HRS",0,"Terlipressin","Drug","Mallinckrodt","Industry",0,0,"All","18 Years","N/A","196","September 2010","February 2013","Confirmed Hepatorenal syndrome reversal","0","0","0","0","0","0","0","0","0"
"240","NCT01144611","Efficacy and Safety of Bovine Intestinal Alkaline Phosphatase (bIAP) During Heart Surgery","Inflammation",0,"bIAP bolus and 8h infusion","Drug","Alloksys Life Sciences B.V.","Industry",0,0,"All","18 Years","N/A","53","April 2010","December 2013","TNF-alpha","0","0","0","0","0","0","0","0","0"
"241","NCT01144637","A Trial to Evaluate Immunogenicity and Safety of Three Consecutive Production Lots of IMVAMUNE® (MVA-BN®) Smallpox Vaccine in Healthy, Vaccinia-naïve Subjects","Smallpox",0,"IMVAMUNE®","Biological","Bavarian Nordic","Industry",0,0,"All","18 Years","40 Years","4005","February 2013","November 2013","Geometric Mean Titers (GMTs) measured by PRNT","0","0","0","0","0","0","0","0","0"
"242","NCT01145638","A Study of Intravenous Iron Isomaltoside 1000 (Monofer®) as Mono Therapy (Without Erythropoiesis Stimulating Agents) in Comparison With Oral Iron Sulfate in Subjects With Non-myeloid Malignancies Associated With Chemotherapy Induced Anaemia (CIA)","Non-myeloid Malignancies",0,"iron isomaltoside 1000","Drug","Pharmacosmos A/S","Industry",0,0,"All","18 Years","N/A","350","October 2010","April 2014","Change in Hb Concentration","0","0","0","0","0","0","0","0","0"
"243","NCT01146418","Frozen-thawed Embryo Transfer (FTET) Cycle Follow-up Protocol (P06031)","Infertility",0,"Corifollitropin alfa","Biological","Merck Sharp & Dohme Corp.","Industry",0,0,"Female","35 Years","42 Years","307","June 2010","July 2013","Percentage of Participants With ≥1 Vital Pregnancy (Cumulative Vital Pregnancy Rate)","0","0","0","-1.8","Estimated Difference","95","2-Sided","-6.5","3.0"
"244","NCT01147926","Evaluation of Prucalopride in Male Subjects With Chronic Constipation.","Male Subjects With Chronic Constipation",0,"Placebo","Drug","Shire","Industry",0,0,"Male","18 Years","N/A","374","September 2010","October 2013","The Percentage of Subjects With an Average of ≥3 Spontaneous Complete Bowel Movements (SCBM) Per Week","<0.0001","0","Cochran-Mantel-Haenszel","0","0","0","0","0","0"
"245","NCT01147939","Study of Elacytarabine Versus Investigator's Choice in Patients With Late Stage Acute Myeloid Leukaemia (AML)","Acute Myeloid Leukemia (AML)",0,"Elacytarabine","Drug","Clavis Pharma","Industry",0,0,"All","18 Years","N/A","381","June 2010","February 2013","Overall survival","0","0","0","0","0","0","0","0","0"
"246","NCT01148017","Evaluation of Meningococcal Immune Response Among Children Who Previously Received MenACWY Conjugate Vaccine","Meningococcal Meningitis",0,"Meningococcal (groups A, C, W, and Y) oligosaccharide diphtheria CRM-197 conjugate vaccine","Biological","Novartis Vaccines","Industry",0,0,"All","37 Months","63 Months","433","July 2010","April 2013","Percentages of Subjects With Human Serum Bactericidal Assay (hSBA) Titers ≥ 1:8 Directed Against N. Meningitidis Serogroups A, C, W-135, and Y","0","0","0","0","0","0","0","0","0"
"247","NCT01149655","Efficacy & Safety Study of Oral Aripiprazole in Adolescents With Schizophrenia","Schizophrenia",0,"Aripiprazole","Drug","Otsuka Pharmaceutical Development & Commercialization, Inc.","Industry",0,0,"All","13 Years","17 Years","252","July 2011","November 2013","Overall Relapse Rate (in Percent) From Randomization to Exacerbation of Psychotic Symptoms/Impending Relapse.","0.0161","0","Log Rank","0.461","Cox Proportional Hazard","95","2-Sided","0.242","0.879"
"248","NCT01150097","Extension Study to Evaluate the Long-term Efficacy and Safety of Everolimus in Liver Transplant Recipients","Liver Transplant Recipient",0,"Tacrolimus (reduced tacrolimus)","Drug","Novartis Pharmaceuticals","Industry",0,0,"All","20 Years","75 Years","284","March 2010","May 2013","Incidence Rate of Composite Efficacy Failure Defined as Treated Biopsy Proven Acute Rejection (tBPAR ), Graft Loss or Death","0","0","0","0","0","0","0","0","0"
"249","NCT01152996","Safety and Tolerability of Vortioxetine (LuAA21004) - Open Label Extension Study","Depressive Disorder, Major",0,"Vortioxetine","Drug","Takeda","Industry",0,0,"All","18 Years","77 Years","1075","September 2010","May 2013","Number of Participants With Treatment-Emergent Adverse Events at a Frequency Threshold of ≥5%","0","0","0","0","0","0","0","0","0"
"250","NCT01154140","A Clinical Trial Testing The Efficacy Of Crizotinib Versus Standard Chemotherapy Pemetrexed Plus Cisplatin Or Carboplatin In Patients With ALK Positive Non Squamous Cancer Of The Lung","Non Squamous Lung Cancer",0,"treatment","Drug","Pfizer","Industry",0,0,"All","18 Years","N/A","343","January 13, 2011","November 30, 2013","Progression-Free Survival (PFS) Based on Independent Radiology Review (IRR) by Treatment Arm","<0.0001","The study was to be considered positive if the 1‑sided log‑rank test for PFS, stratified for baseline stratification factors (ECOG PS, race group, brain metastases) was significant at the 0.0247 level.","Log Rank","0.454","Hazard Ratio (HR)","95","2-Sided","0.346","0.596"
"251","NCT01155310","Efficacy of Helium/Oxygen Compared to Air/Oxygen in Severe Exacerbation of Chronic Obstructive Pulmonary Disease (COPD)","Chronic Obstructive Pulmonary Disease",0,"Helium/Oxygen 78%/22%","Drug","Air Liquide Santé International","Industry",0,0,"All","35 Years","N/A","446","May 2010","October 2013","Reduction of NIV failure","0","0","0","0","0","0","0","0","0"
"252","NCT01155479","A Placebo- and Active-Controlled Study of Preladenant in Early Parkinson's Disease (PD) (P05664)","Parkinson Disease",0,"Preladenant 2 mg tablet","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","30 Years","85 Years","1022","July 2010","July 2013","Change From Baseline in the Sum of Unified Parkinson's Disease Rating Scale Parts 2 and 3 Scores (UPDRS2+3)","0.0033","0","constrained longitudinal analysis","2.60","Difference in Estimated Means","95","2-Sided","0.86","4.30"
"253","NCT01158196","Safety and Efficacy of Infrared Diode Laser on Improvement of Scar and Prevention of Recurrence of Excised Keloid","Keloid",0,"infra-red diode laser","Device","Ekkyo","Industry",0,0,"All","18 Years","70 Years","60","June 2010","April 2013","treatment tolerability assessed by natures, intensity and incidences of the side effects, with a special oversight of skin burn lesion","0","0","0","0","0","0","0","0","0"
"254","NCT01158378","Safety and Effectiveness of the Adherus Dural Sealant System When Used as a Dural Sealant in Cranial Procedures","Elective Cranial Procedures With Dural Incision",0,"Adherus Dural Sealant","Device","HyperBranch Medical Technology, Inc","Industry",0,0,"All","18 Years","75 Years","250","June 2010","January 2013","Proportion of Treated Subjects Who Were Free of Intra-operative Cerebrospinal Fluid (CSF) Leakage From Dural Repair During Valsalva Maneuver, CSF Leak / Pseudomeningocele, and Unplanned Retreatment of the Original Surgical Site","0.0049","0","one-sided z-test","0","0","0","0","0","0"
"255","NCT01160380","A Study of the Effectiveness of Armodafinil to Treat Cancer-Related Fatigue in Patients With Multiple Myeloma","Fatigue",0,"armodafinil","Drug","Oncotherapeutics","Industry",0,0,"All","18 Years","N/A","50","June 2010","June 2013","BFI Score","0.289","0","Wilcoxon (Mann-Whitney)","0","0","0","0","0","0"
"256","NCT01161420","Stimulation Therapy for Apnea Reduction (Www.theSTARtrial.Com)","Obstructive Sleep Apnea",0,"Inspire Upper Airway Stimulation System","Device","Inspire Medical Systems, Inc.","Industry",0,0,"All","22 Years","N/A","929","July 2010","March 2013","Apnea Hypopnea Index","0","0","0","0","0","0","0","0","0"
"257","NCT01164540","Study on the Effect of Rosuvastatin Treatment on the Prevention of Thrombosis in Patients With Previous Thrombosis","Venous Thrombosis",0,"Rosuvastatin (AZD4522)","Drug","AstraZeneca","Industry",0,0,"All","18 Years","N/A","3000","February 2011","March 2013","Any event of venous thromboembolism (i.e. Deep Vein Thrombosis (DVT) and/or fatal or non-fatal Pulmonary Embolism(PE))","0","0","0","0","0","0","0","0","0"
"258","NCT01166711","Treatment of Coronary Artery Disease (CAD) With Bare Metal Stent (BMS) Followed by Paclitaxel-Coated Balloon Catheter Versus Paclitaxel-Eluting Stent","Coronary Artery Disease",0,"Coroflex Blue (BMS) followed by SeQuent Please (DEB)","Device","Aesculap AG","Industry",0,0,"All","18 Years","N/A","1000","August 2010","February 2013","Major adverse cardiac events (MACE) - target vessel failure (TVF)","0","0","0","0","0","0","0","0","0"
"259","NCT01166997","ULTrasound Accelerated ThrombolysIs of PulMonAry Embolism","Submassive Pulmonary Embolism",0,"EkoSonic Endovascular System","Device","EKOS Corporation","Industry",0,0,"All","18 Years","80 Years","59","July 2010","April 2013","Reduction of RV/LV Ratio","0","0","0","0","0","0","0","0","0"
"260","NCT01168791","Study of Palifosfamide-tris in Combination With Doxorubicin in Patients With Front-line Metastatic Soft Tissue Sarcoma","Soft Tissue Sarcoma",0,"doxorubicin in combination with palifosfamide-tris","Drug","Ziopharm","Industry",0,0,"All","18 Years","N/A","447","July 2010","March 2013","Progression Free Survival followed by Overall Survival","0","0","0","0","0","0","0","0","0"
"261","NCT01168973","A Study of Chemotherapy and Ramucirumab Versus Chemotherapy Alone in Second Line Non-Small Cell Lung Cancer (NSCLC) Participants Who Received Prior First Line Platinum-based Chemotherapy","Non-Small Cell Lung Cancer",0,"Ramucirumab","Biological","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","1253","December 2010","December 2013","Overall Survival","0","0","0","0","0","0","0","0","0"
"262","NCT01170663","A Study of Paclitaxel With or Without Ramucirumab (IMC-1211B) in Metastatic Gastric Adenocarcinoma","Gastric Cancer",0,"Ramucirumab (IMC-1211B) DP","Biological","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","665","December 2010","July 2013","Overall Survival Time (OS)","0.0169","0","Stratified Log Rank Test","0.807","Hazard Ratio (HR)","95","2-Sided","0.678","0.962"
"263","NCT01173601","A Fixed Dose Study of Adjunctive Treatment to Antidepressant Therapy for Adults With Major Depressive Disorder","Major Depressive Disorder",0,"LY2216684","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","1344","November 2010","October 2013","Change from baseline to week 11 in the Montgomery-Asberg Depression Rating Scale (MADRS) total score","0","0","0","0","0","0","0","0","0"
"264","NCT01175213","Tolerability and Safety of Immune Globulin Subcutaneous Solution (IGSC) and rHuPH20 in PID","Primary Immunodeficiency Diseases (PID)",0,"IGSC - rHuPH20 then IGSC or IGIV","Biological","Baxalta US Inc.","Industry",0,0,"All","2 Years","N/A","66","July 2010","August 2013","Annual Rate of Serious Bacterial Infections","<0.0001","Testing the null hypothesis of 1 VASBI/year against a one-sided alternative at the 0.01 level of statistical significance.","Poisson","0.020","Poisson","99","1-Sided","0","0.045"
"265","NCT01177384","Clinical Trial to Evaluate the Safety and Efficacy of the Addition of Sitagliptin in Participants With Type 2 Diabetes Mellitus Receiving Acarbose Monotherapy (MK-0431-130)","Type 2 Diabetes Mellitus",0,"Sitagliptin phosphate","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","18 Years","N/A","380","January 25, 2011","March 25, 2013","Change From Baseline in Hemoglobin A1c (A1C) at Week 24","<.001","The ANCOVA model included terms for treatment and prior antihyperglycemic agent (AHA) therapy status (on acarbose monotherapy, or on acarbose in combination with other AHA(s)) and a covariate for baseline A1C.","ANCOVA","-0.62","Difference in least squares mean","95","2-Sided","-0.79","-0.44"
"266","NCT01178073","A Study of First-Line Ambrisentan and Tadalafil Combination Therapy in Subjects With Pulmonary Arterial Hypertension (PAH)","Hypertension, Pulmonary",0,"ambrisentan","Drug","GlaxoSmithKline","Industry",0,0,"All","18 Years","75 Years","610","October 2010","April 2014","Number of Participants With First Adjudicated Clinical Failure (CF) Event, Death, Hospitalisation for Worsening PAH, Disease Progression, Unsatisfactory Long-term Clinical Response, All Through FAV","0.0002","0","Stratified Log Rank","0.502","Hazard Ratio (HR)","95","2-Sided","0.348","0.724"
"267","NCT01178125","A Study to Evaluate the Efficacy and Safety of DR-102 for the Prevention of Pregnancy","Contraception",0,"DR-102","Drug","Teva Branded Pharmaceutical Products, R&D Inc.","Industry",0,0,"Female","18 Years","40 Years","2858","August 2010","January 2013","All Users Pregnancy Rates Based on Pearl Index (PI) Analyses for 28-Day Cycles and Broken Out by Subpopulations Defined by Participant Weight, Using the 7-Day Rule","0","0","0","0","0","0","0","0","0"
"268","NCT01178281","Phase-3 Double-Blind, Placebo-Controlled Study of Pomalidomide in Persons With Myeloproliferative-Neoplasm-Associated Myelofibrosis and RBC-Transfusion-Dependence Myelofibrosis and RBC-Transfusion-Dependence","Primary Myelofibrosis",0,"Pomalidomide 0.5 mg","Drug","Celgene","Industry",0,0,"All","18 Years","N/A","252","September 2010","January 2013","Percentage of Participants Who Achieved Red Blood Cell (RBC) Transfusion Independence","1.000","0","Fisher Exact","0","0","0","0","0","0"
"269","NCT01178294","Study of Modified Recombinant Factor VIII (OBI-1) in Subjects With Acquired Hemophilia A","Hemophilia A",0,"OBI-1","Biological","Baxalta US Inc.","Industry",0,0,"All","18 Years","N/A","29","November 2010","July 2013","Percentage of Serious Bleeding Episodes Responsive to OBI-1","<0.001","0","one-sided binomial exact test","0","0","0","0","0","0"
"270","NCT01179217","A Phase III Safety and Efficacy Study of L-Glutamine to Treat Sickle Cell Disease or Sickle βo-thalassemia","Sickle Cell Anemia",0,"L-glutamine","Drug","Emmaus Medical, Inc.","Industry",0,0,"All","5 Years","N/A","230","May 2010","March 2014","The number of occurrences of sickle cell crises","0","0","0","0","0","0","0","0","0"
"271","NCT01179672","A Study in Participants With Diabetic Peripheral Neuropathic Pain in China","Diabetic Neuropathy, Painful",0,"Duloxetine","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","405","April 2011","August 2013","Mean Change From Baseline at 12-Week Endpoint in the Weekly Mean of Pain Severity Score","0.030","0","Mixed Models Analysis","-0.43","Mean Difference (Final Values)","95","2-Sided","-0.82","-0.04"
"272","NCT01182441","Evaluation of the WATCHMAN LAA Closure Device in Patients With Atrial Fibrillation Versus Long Term Warfarin Therapy","Atrial Fibrillation",0,"WATCHMAN Device","Device","Boston Scientific Corporation","Industry",0,0,"All","18 Years","N/A","475","November 2010","January 2013","Primary Endpoints","0","0","0","0","0","0","0","0","0"
"273","NCT01183780","A Study in Second Line Metastatic Colorectal Cancer","Colorectal Cancer",0,"Ramucirumab","Biological","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","1072","December 2010","July 2014","Overall Survival (OS)","0.0219","0","Log Rank","0.844","Hazard Ratio (HR)","95","2-Sided","0.730","0.976"
"274","NCT01185340","A Study in Patients With Major Depressive Disorder Who Are Partial Responders to Selective Serotonin Reuptake Inhibitor","Major Depressive Disorder",0,"LY2216684","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","793","March 2011","April 2013","Change From Baseline to week 11 in Montgomery-Asberg Depression Rating Scale (MADRS) total score","0","0","0","0","0","0","0","0","0"
"275","NCT01186744","A Study To Evaluate The Effects And Safety Of Treatment, Treatment Withdrawal, Followed By Re-Treatment With CP-690,550 In Subjects With Moderate To Severe Chronic Plaque Psoriasis","Psoriasis",0,"CP-690,550","Drug","Pfizer","Industry",0,0,"All","18 Years","N/A","666","September 2010","January 2013","Percentage of Participants Maintaining a Psoriasis Area and Severity Index 75 (PASI75) Response During the Double-Blind Treatment Withdrawal Period (Period B)","0.0008","0","Log Rank","0","0","0","0","0","0"
"276","NCT01187407","A Study of Flexible or Fixed Dose LLY2216684 as Adjunctive Treatment for Participants With Major Depressive Disorder Who Have Had a Partial Response to Selective Serotonin Reuptake Inhibitor (SSRI) Treatment","Major Depressive Disorder (MDD)",0,"LY2216684","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","1178","March 2011","August 2013","Change from baseline to week 11 in the Montgomery-Asberg Depression Rating Scale (MADRS) total score","0","0","0","0","0","0","0","0","0"
"277","NCT01187628","Long-term Study in Chronic Kidney Disease (Extension From Study 14817)","Hyperphosphatemia",0,"Fosrenol (Lanthanum Carbonate, BAY77-1931)","Drug","Bayer","Industry",0,0,"All","20 Years","N/A","123","September 2010","April 2013","Incidence of treatment emergent adverse events","0","0","0","0","0","0","0","0","0"
"278","NCT01187953","Double-Blind,Double-Dummy,Efficacy/Safety,LCP-Tacro™ Vs Prograf®,Prevention Rejection,De Novo Adult Kidney Tx","Renal Failure",0,"Prograf (tacrolimus)","Drug","Veloxis Pharmaceuticals","Industry",0,0,"All","18 Years","70 Years","543","September 2010","March 2013","The Primary Efficacy Endpoint for the Study is the Proportion of Treatment Failures Within 12 Months After Randomization to Study Drug.",">0.999","Endpoint: Death","Fisher Exact","0","0","0","0","0","0"
"279","NCT01188759","Voriconazole And Anidulafungin Combination For Invasive Aspergillosis In Pediatric Subjects","Aspergillosis",0,"Voriconazole","Drug","Pfizer","Industry",0,0,"All","2 Years","17 Years","0","May 2012","August 2014","Safety and tolerability of voriconazole and anidulafungin in combination versus voriconazole alone as determined by rates of adverse events","0","0","0","0","0","0","0","0","0"
"280","NCT01190254","Fixed Dose Efficacy and Safety Study of Asenapine for the Treatment of Schizophrenia in Adolescents (P05896)","Schizophrenia, Paranoid",0,"asenapine 2.5 mg","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","12 Years","17 Years","306","September 2010","March 2013","Change From Baseline in Positive and Negative Syndrome Scale (PANSS) Total Score at Day 56","0.070","p-value is adjusted by Hochberg's method for testing two asenapine groups versus the placebo group","Mixed Model for Repeated Measures (MMRM)","-4.8","Difference in Least Squares (LS) Means","95","2-Sided","-9.9","0.4"
